IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,
20,4,CVLY,4142020,,,,,20,4,CVLY,4142020,,,20,4,14,6,30,AM,01,0,0,0,0,,CLACKAMAS,761.3,41,0,1,1,3,E,WRIX,3,0,1,Y,TRACK 762,X,400,1,TILX,293462,3,Y,,,0,,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,13500,T110,,0,0,0,0,T110,1,X,3,13500,,41C005,0,0,0,1,,1,,8,,8,,1,8,,3,,,,84,,2020,0,0,0,0,0,0,CLACKAMAS,5,,,,N,CWR,000-000-000,CREW WAS SHOVING WHILE MOVING 2 CAR LENGTHS,NOTICED DUST AND FOUND 3 CARS DERAILED.,,,,,,,,,,,,,,,0,4.525.154,-122.341.693,2,4,,,,CVLY,,,,,,,,,,,
20,1,SLWC,200102003,,,,,20,1,SLWC,200102003,,,20,1,2,9,15,AM,04,0,0,0,0,,OKLAHOMA CITY,539.1,40,50,2,1,5,E,SLWC,4,1820,7,N,TRACK 6507,2,06. Mai,2,UTLX,667522,1,,,,0,,3,0,0,0,0,0,0,0,0,0,14,0,11,0,0,2,0,1,0,0,66300,0,H306,,0,0,0,0,H306,2,2,5,66300,,40C109,0,0,0,0,0,0,0,,,,,1,5,,3,,,,1087,,2020,0,0,0,0,0,0,OKLAHOMA,109,,,,N,CWR,,AT APPROXIMATELY 0915 ON JANUARY 2,2020 THE SLWC 105 WAS SWITCHING IN OKC YARD IN OKLAHOMA CITY ON,THE WEST END OF TRACK 6507. THE SLWC 105 CONDUCTOR HOLDING ONTO 4 CARS WITH 3 LOCOMOTIVES COUPLED IN,TO TRACK 6507 CONTAINING 21 CARS. THE SLWC 105 CONDUCTOR PROCEEDED TO TELL THE 105 ENGINEER THAT HE,WAS PROTECTING THE POINT FROM THE GROUND AND CLEAR FOR 15 CAR LENGTHS TO SHOVE BACK 5 CARS, HE NEEDE,D 3 CARS LENGTHS TO BE IN THE CLEAR ON THE WEST END OF TRACK 6507. THE SLWC ENGINEER REPEATED THE JO,B BRIEFING AND PROCEEDED TO SHOVE THE 25 CARS INTO TRACK 6507. THE SLWC 105 CONDUCTOR WATCHING THE P,OINT FROM THE GROUND REALIZED HE DID NOT HAVE THE NEEDED CAR LENGTHS TO SAFELY PUT THE CARS IN TRACK,6507,THAT THE CARS IN THE ADJACENT TRACK 6508 WERE HANGING OUT IN THE FOUL BUT LEGALLY COVERING TH,E 6508/6507 SWITCH ON THE WEST END. THE 105 CONDUCTOR TOLD THE ENGINEER TO STOP, BUT NOT BEFORE SIDE,SWIPING RAILCAR UTLX 667522 (EMPTY) INTO SKOL 925073 (LOADED WITH BALLAST ROCK) AND WAMX 57018 (LOA,DED WITH BALLAST ROCK). THERE ARE NO INJURIES INVOLVED IN THE INCIDENT, AND NO HAZMATS.,,,,,0,35.454.941,-97.496.655,2,5,K,,,SOONER,,,,,,,
20,3,MCCP,3202020,,,,,20,3,MCCP,3202020,,,20,3,20,7,45,AM,01,0,0,0,0,,MUSKOGEE,,40,45,2,1,5,E,3361,1,0,7,Y,VALLOUREC LEAD,X,,4,COER,805522,7,Y,,,0,,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,21000,H703,,0,0,0,0,H703,4,X,5,21000,,40C101,0,0,0,1,0,2,0,2,15,2,15,1,5,,3,,,,357,,2020,0,0,0,0,0,0,MUSKOGEE,101,0,0,,N,OTH,000-000-000,CONDUCTOR ALIGNED SWITCH AHEAD OF A SHOVING CONSIST OF SIX CARS BUT FAILED TO CHECK THAT THE SWITCH,LOCK HAD ENGAGED. THE FIRST TRUCKS OF THE RAILCAR PASSED THROUGH THE SWITCH BUT SINCE THE SWITCH HAD,NOT LOCKED THE WEIGHT OF THE CAR FLIPPED THE SWITCH BACK TO THE OPPOSITE DIRECTION, CAUSING THE SEC,OND SET OF RAILCAR TRUCKS TO START DOWN A DIFFERENT LEAD.,,,,,,,,,,,,0,35.471.011,-95.180.861,2,5,,,,SYSTEM,,,,,,,,,,,
20,1,NS,136794,,,,,20,1,NS,136794,,,20,1,11,1,45,AM,12,0,0,0,0,,BELLEVUE,B245.5,39,59,4,3,0,E,NOTR,4,0,6,Y,CT30,1,120,2,QUAX,89721,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9872,0,H317,,0,0,0,0,H317,2,1,2,43780,,39C043,0,0,0,0,0,0,0,,,,,3,2,,1,,,,165,,2020,0,0,0,0,0,0,ERIE,43,,,,N,CWR,000-000-000,DURING NORMAL HUMPING OPERATIONS LOADED EXTRA HEAVY CARS WERE HUMPED INTO EMPTY FLAT CARS CAUSING WH,EEL TO POP OFF RAIL AND FALL INSIDE THE GAUGE,DERAILING 13 CARS.,,,,,,,,,,,,,,0,41.289.407,-82.792.543,2,5,K,,,LAKE,,,,,,,,,,,
20,1,NS,136794,,,,,20,1,NS,136794,,,20,1,11,1,45,AM,12,0,0,0,0,,BELLEVUE,B245.5,39,59,4,3,2,E,LB24,4,0,7,Y,CT30,1,120,2,CITX,701243,26,Y,,,0,,3,0,0,0,0,0,0,0,0,0,38,0,1,0,0,10,0,0,0,0,31308,2600,H317,,0,0,0,0,H317,2,1,2,43780,,39C043,0,0,0,1,0,0,0,3,56,,,1,2,,1,,,,165,,2020,0,0,0,0,0,0,ERIE,43,,,,N,CWR,000-000-000,DURING NORMAL HUMPING OPERATIONS LOADED EXTRA HEAVY CARS WERE HUMPED INTO EMPTY FLAT CARS CAUSING WH,EEL TO POP OFF RAIL AND FALL INSIDE THE GAUGE,DERAILING 13 CARS.,,,,,,,,,,,,,,1,41.289.407,-82.792.543,2,5,K,,,LAKE,,,,,,,,,,,
20,1,IORY,IOR305820D,,,,,20,1,IORY,IOR305820D,,,20,1,15,4,45,PM,01,17,0,0,0,,QUINCY,165,39,46,2,3,20,R,LSL-,1,6100,1,Y,SINGLE MAIN TRACK,2,8.173,1,IORY,323084,5,Y,IORY,323084,5,Y,3,0,0,0,0,0,0,0,0,0,49,0,8,0,0,6,0,0,0,0,4282,86448,E53C,,0,0,0,0,E53C,1,2,20,90730,,39C091,0,0,0,1,0,1,0,7,45,7,45,1,2,,3,,,,298,,2020,0,0,0,0,0,0,LOGAN,91,,,,N,OTH,000-000-000,LSL-15 WAS TRAVELING TOWARDS LIMA. UPON GOING DOWNHILL, THE ENGINEER APPLIED A MINIMUM APPLICATION A,ND A FEW MOMENTS LATER, THE TRAIN HAD GONE INTO EMERGENCY. CONDUCTOR LOOKED BACK AND SAW SPARKS AND,SMOKE. AFTER BRINGING THE TRAIN TO A STOP,IT WAS DISCOVERED THAT 7 CARS DERAILED ON THE MAINLINE.,,,,,,,,,,,,,0,40.296.547,-83.971.169,2,2,P,,,DT&I MIDDLE,,,,,,,,,
20,4,WE,200035,,,,,20,4,WE,200035,,,20,4,21,8,30,PM,13,0,0,0,0,,DILLONVALE,MPX 19,39,39,4,3,0,R,,3,200,6,N,STORAGE TRACK,2,01. Feb,1,TILX,303316,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,5,0,0,60500,0,M199,M103,0,0,0,0,M199,1,2,0,60500,,39C081,0,0,0,0,0,0,0,,,,,1,2,,2,,,,260,,2020,0,0,0,0,0,0,JEFFERSON,81,,,,N,OTH,000-000-000,HEAVY RAINFALL CAUSED A MUD SLIDE / FLOOD THAT DERAILED 5 EMPTY NGL TANK CARS IN DILLIONVALE STORAGE,TRACK. CARS STATIC IN STORAGE,NO MOTIVE POWER INVOLVED. TILX 303316,CBTX 780850,GATX 24209, TILX,301958. DAMAGE IS ESTIMATED AT THIS TIME 6-26-2020 $60,500.,,,,,,,,,,,,,0,40.192.868,-80.795.118,2,3,,,,RIVER,,,,,,,
20,4,UP,0420GL009,,,,,20,4,UP,0420GL009,,,20,4,13,10,29,AM,01,0,0,0,0,,GRAND ISLAND,145.91,31,31,2,1,0,E,,,61,6,N,YARD 004,1,,2,UP,95655,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,768,0,T101,E64C,0,0,0,0,T101,2,1,8,120598,,31C079,0,0,0,0,0,0,0,,,,,3,6,,1,,,,515,,2020,0,0,0,0,0,0,HALL,79,0,0,,N,CWR,000-000-000,WHILE ENTERING THE YARD, EASTBOUND,INTO 4 TRACK TO MAKE A REAR-END SETOUT THE ILBAH-08 DERAILED TWO,5-PACKS.  THE CARS APPEAR TO HAVE PICKED THE 4/5 SWITCH LEADING TO THE MIDDLE WELLS OF BOTH PACKS T,RAVERSING DOWN 5 TRACK ADJACENT TO THEIR MOVEMENT.  THE CARS IMPACTED A STANDING CUT ALREADY IN 5 TR,ACK AND KNOCKED THE CARS SOUTH INTO A CUT IN 6 TRACK AS WELL.  THERE WAS ALSO AN IMPACT WITH THE STA,NDING CUT TO THE NORTH OF THEM IN 3 TRACK.  THERE WERE NO INJURIES OR HAZMAT RELEASES AS A RESULT OF,THIS INCIDENT.,,,,,,,,,,0,40.932.859,-98.325.346,2,5,K,,,KEARNEY SUB,,,,,,,,,,
20,4,UP,0420GL009,,,,,20,4,UP,0420GL009,,,20,4,13,10,29,AM,01,0,0,0,0,,GRAND ISLAND,145.91,31,31,2,1,0,E,,,117,6,N,YARD 004,1,,2,ITFX,701098,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,12595,0,T101,E64C,0,0,0,0,T101,2,1,8,120598,,31C079,0,0,0,0,0,0,0,,,,,3,6,,1,,,,515,,2020,0,0,0,0,0,0,HALL,79,0,0,,N,CWR,000-000-000,WHILE ENTERING THE YARD, EASTBOUND,INTO 4 TRACK TO MAKE A REAR-END SETOUT THE ILBAH-08 DERAILED TWO,5-PACKS.  THE CARS APPEAR TO HAVE PICKED THE 4/5 SWITCH LEADING TO THE MIDDLE WELLS OF BOTH PACKS T,RAVERSING DOWN 5 TRACK ADJACENT TO THEIR MOVEMENT.  THE CARS IMPACTED A STANDING CUT ALREADY IN 5 TR,ACK AND KNOCKED THE CARS SOUTH INTO A CUT IN 6 TRACK AS WELL.  THERE WAS ALSO AN IMPACT WITH THE STA,NDING CUT TO THE NORTH OF THEM IN 3 TRACK.  THERE WERE NO INJURIES OR HAZMAT RELEASES AS A RESULT OF,THIS INCIDENT.,,,,,,,,,,0,40.932.859,-98.325.346,2,5,K,,,KEARNEY SUB,,,,,,,,,,
20,4,UP,0420GP009,,,,,20,4,UP,0420GP009,,,20,4,2,11,0,AM,12,0,0,0,0,,NORTH PLATTE,287.85,31,22,2,6,3,E,YNP7,3,250,7,Y,YARD 164,1,,2,GACX,2717,2,Y,,,0,,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9801,792,M407,,0,0,0,0,M407,2,1,3,65797,,31C111,0,0,0,2,0,0,0,11,1,,,3,6,,1,,,,174,,2020,0,0,0,0,0,0,LINCOLN,111,,,,N,OTH,000-000-000,YNP75R-01,RAILCAR GACX2717 WAS RELEASED IN A CUT OF TWO INTO THE SOUTH MASTER THROUGH GROUP 8 OVER,SPEED.  IT COUPLED WITH GACX2714, CAUSING SIGNIFICANT DAMAGE TO BOTH CARS.,,,,,,,,,,,,,,3,41.147.128,-100.830.809,2,5,,,,NORTH PLATTE TERMINA,,,,,,,,,,
20,4,UP,0420GL009,,,,,20,4,UP,0420GL009,,,20,4,13,10,29,AM,01,0,0,0,0,,GRAND ISLAND,145.91,31,31,2,1,8,E,ILBA,3,7632,1,Y,YARD 004,1,,2,DTTX,749463,21,Y,DTTX,749463,21,Y,1,0,1,0,0,0,0,0,0,0,150,0,0,0,0,2,0,0,0,0,30729,38533,T101,E64C,0,0,0,0,T101,2,1,8,120598,,31C079,0,0,0,1,0,1,0,6,29,6,29,3,6,,1,,,,515,,2020,0,0,0,0,0,0,HALL,79,0,0,,N,CWR,000-000-000,WHILE ENTERING THE YARD, EASTBOUND,INTO 4 TRACK TO MAKE A REAR-END SETOUT THE ILBAH-08 DERAILED TWO,5-PACKS.  THE CARS APPEAR TO HAVE PICKED THE 4/5 SWITCH LEADING TO THE MIDDLE WELLS OF BOTH PACKS T,RAVERSING DOWN 5 TRACK ADJACENT TO THEIR MOVEMENT.  THE CARS IMPACTED A STANDING CUT ALREADY IN 5 TR,ACK AND KNOCKED THE CARS SOUTH INTO A CUT IN 6 TRACK AS WELL.  THERE WAS ALSO AN IMPACT WITH THE STA,NDING CUT TO THE NORTH OF THEM IN 3 TRACK.  THERE WERE NO INJURIES OR HAZMAT RELEASES AS A RESULT OF,THIS INCIDENT.,,,,,,,,,,0,40.932.859,-98.325.346,2,5,K,,,KEARNEY SUB,,,,,,,,,,
20,4,UP,0420GL009,,,,,20,4,UP,0420GL009,,,20,4,13,10,29,AM,01,0,0,0,0,,GRAND ISLAND,145.91,31,31,2,1,0,E,,,154,6,N,YARD 004,1,,2,CMO,20926,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,23206,0,T101,E64C,0,0,0,0,T101,2,1,8,120598,,31C079,0,0,0,0,0,0,0,,,,,1,6,,1,,,,515,,2020,0,0,0,0,0,0,HALL,79,0,0,,N,CWR,000-000-000,WHILE ENTERING THE YARD, EASTBOUND,INTO 4 TRACK TO MAKE A REAR-END SETOUT THE ILBAH-08 DERAILED TWO,5-PACKS.  THE CARS APPEAR TO HAVE PICKED THE 4/5 SWITCH LEADING TO THE MIDDLE WELLS OF BOTH PACKS T,RAVERSING DOWN 5 TRACK ADJACENT TO THEIR MOVEMENT.  THE CARS IMPACTED A STANDING CUT ALREADY IN 5 TR,ACK AND KNOCKED THE CARS SOUTH INTO A CUT IN 6 TRACK AS WELL.  THERE WAS ALSO AN IMPACT WITH THE STA,NDING CUT TO THE NORTH OF THEM IN 3 TRACK.  THERE WERE NO INJURIES OR HAZMAT RELEASES AS A RESULT OF,THIS INCIDENT.,,,,,,,,,,0,40.932.859,-98.325.346,2,5,K,,,KEARNEY SUB,,,,,,,,,,
20,4,UP,0420GL016,,,,,20,4,BNSF,HL0420107,,,20,4,20,7,0,PM,01,0,0,0,0,,OMAHA,Jan 15,31,68,3,1,6,E,CNAO,1,21879,1,Y,YARD 001,1,,2,OMAX,884,103,Y,,,0,,2,0,0,0,2,0,0,0,0,0,153,0,0,0,0,12,0,0,0,0,67484,0,T313,,0,0,0,0,M505,2,1,6,267484,,31C055,0,0,0,1,0,1,1,2,45,2,45,2,6,,1,,,,366,,2020,0,0,0,0,0,0,DOUGLAS,55,,,,N,OTH,000-000-000,CNAOM9-20 WAS SHOVING NORTHBOUND AT BNSF GIBSON YARD,AT 6 MPH IN THROTTLE 2.  WHILE TRAVERSING THE,CROSSOVER SWITCH OFF OF THE `DOUGLAS MAIN` TO THE `OLD BROWN` IN A FACING POINT DIRECTION, DERAILED,12 RAILCARS DUE TO GAPPED SWITCH POINT, BECAUSE OF BROKEN RAIL FASTENERS, BOLTS AND ANCHORS.  NO INJ,URIES REPORTED.  BNSF REPORTED $200,000 ESTIMATE IN TRACK DAMAGES.,,,,,,,,,,,,0,41.230.948,-95.914.154,2,5,K,,,OMAHA,,,,,,,
20,4,BNSF,HL0420107,20,4,UP,0420GL016,20,4,BNSF,HL0420107,,,20,4,20,7,0,PM,01,0,0,0,0,,OMAHA,15.0,31,60,3,1,0,,,,0,,,311,1,0,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,M505,,0,0,0,0,M505,2,1,6,267484,,31C055,0,0,0,0,0,0,0,,,,,1,6,,1,,,,166,,2020,0,0,0,0,0,0,DOUGLAS,55,,,,,OTH,,FOREIGN UP COAL TRAIN C-NAOM 9-20 DERAILED 12 RAILCARS WHILE SHOVING INTO YARD TRACK 311.  NO HAZARD,OUS MATERIALS WERE RELEASED.  CAUSE IS UNDER ACTIVE INVESTIGATION.,,,,,,,,,,,,,,,41.230.948,-95.914.154,2,5,K,,,OMAHA,,,,,,,,,,,,
20,4,UP,0420GL009,,,,,20,4,UP,0420GL009,,,20,4,13,10,29,AM,01,0,0,0,0,,GRAND ISLAND,145.91,31,31,2,1,0,E,,,92,6,N,YARD 004,1,,2,UP,90486,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14767,0,T101,E64C,0,0,0,0,T101,2,1,8,120598,,31C079,0,0,0,0,0,0,0,,,,,3,6,,1,,,,515,,2020,0,0,0,0,0,0,HALL,79,0,0,,N,CWR,000-000-000,WHILE ENTERING THE YARD, EASTBOUND,INTO 4 TRACK TO MAKE A REAR-END SETOUT THE ILBAH-08 DERAILED TWO,5-PACKS.  THE CARS APPEAR TO HAVE PICKED THE 4/5 SWITCH LEADING TO THE MIDDLE WELLS OF BOTH PACKS T,RAVERSING DOWN 5 TRACK ADJACENT TO THEIR MOVEMENT.  THE CARS IMPACTED A STANDING CUT ALREADY IN 5 TR,ACK AND KNOCKED THE CARS SOUTH INTO A CUT IN 6 TRACK AS WELL.  THERE WAS ALSO AN IMPACT WITH THE STA,NDING CUT TO THE NORTH OF THEM IN 3 TRACK.  THERE WERE NO INJURIES OR HAZMAT RELEASES AS A RESULT OF,THIS INCIDENT.,,,,,,,,,,0,40.932.859,-98.325.346,2,5,K,,,KEARNEY SUB,,,,,,,,,,
20,1,ATK,162831,,,,,20,1,ATK,162831,,,20,1,22,12,26,AM,13,0,0,0,0,,TRENTON,0054.0,34,20,4,1,90,E,66,3,0,2,Y,4 TRACK WEST,7,,1,AMT,660,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17617,2000,T404,,0,0,0,0,T404,1,7,90,19617,,34C021,0,0,0,1,0,1,1,3,25,3,25,1,1,,6,,,,328,,2020,0,0,0,0,0,0,MERCER,21,,,,Y,CWR,,PANTOGRAPH/CATENARY:  TRAIN 66 WAS DELAYED 2 HOURS AND 5 MINUTES DUE TO AN INVERTED PANTOGRAPH ON LO,COMOTIVE E/660.  ENGINEERING ALSO REPORTED A WIRE DOWN ON 3 AND 4 TRACKS AT MP 54.8.  CAUSE OF INCID,ENT IS THE MESSENGER WIRE BROKE UNDER FITTING CAUSING IT FALL BELOW FOULING THE TROLLEY WIRE.  THERE,WERE NO INJURIES TO REPORT.,,,,,,,,,,,,0,40.255.616,-74.703.804,1,1,A,B,C,NEC,,,,,,,,,,,,
20,2,UP,0220PR026,,,,,20,2,UP,0220PR026,,,20,2,26,4,15,PM,01,0,0,0,0,,MELROSE PARK,16.0,17,28,2,2,4,R,YPR2,1,3538,7,Y,YARD 207,1,,2,HTTX,97971,18,N,,,0,,2,0,0,0,0,0,0,0,0,0,29,0,20,0,0,4,0,5,0,0,5210,7460,M410,,0,0,0,0,M410,2,1,4,12670,,17C031,0,0,0,2,0,0,0,1,45,,,1,4,,1,,,,595,,2020,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,YPR22R-26 WAS IN THE PROCESS OF COUPLING TRACK 207 ON THE SOUTH END OF YARD 9, WHEN THEY DERAILED NI,NE CARS.  VIDEO EVIDENCE AND DOWNLOAD SHOW THEM IN TRACK 207, CLOSING THREE GAPS AND MAKING FINAL NO,RTHBOUND SHOVE TO SET THE TRACK.  FURTHER INVESTIGATION SHOWED NO TRAIN HANDLING EXCEPTIONS.  TRACK,STATIONS WERE MEASURED WITH NO EXCEPTIONS.  A TEN FOOT SECUREMENT CHAIN WAS FOUND DRAGGING BETWEEN T,HE RAIL.  AT THE POD, EVIDENCE SHOWS CLEAR MARKINGS OF CHAIN BECOMING LODGED BETWEEN THE WHEEL AND T,HE RAIL,IN TURN CAUSING L1 TO DROP INSIDE RAIL AND ROLLING THE RAIL AS THEY SHOVED NORTHBOUND.,,,,,,,,,,3,41.923.811,-87.914.218,2,5,,,,PROVISO YARD,,,,,,,,
20,3,CP,1001201598,,,,,20,3,NIRC,2020071857,,,20,3,22,12,34,AM,01,19,1,0,0,,ELGIN,35.5,17,30,4,1,21,R,4732,4,9358,1,Y,MAIN #2,4,07. Mär,1,BIMX,100925,110,Y,BIMX,100925,110,Y,2,0,0,0,0,0,0,0,0,0,51,0,85,0,0,3,0,4,0,0,14590,0,E52C,,0,0,0,0,E52C,1,4,21,107590,,17C089,0,0,0,1,0,1,0,1,34,1,34,1,4,,1,,,,737,,2020,0,0,0,0,0,0,KANE,89,,,,N,CWR,000-000-000,473-22 TRAVELING WESTBOUND ON THE ELGIN SUBDIVISION REPORTED AN UNDESIRED EMERGENCY BRAKE APPLICATIO,N. UPON INVESTIGATION IT WAS DETERMINED THAT AT MP 26.1 A CATASTROPHIC BEARING FAILURE OCCURRED ON L,INE 110 IN TRAIN (BIMX 100925) R4 WHEEL. THIS FAILURE RESULTED IN THE JOURNAL BEING EXPELLED FROM TH,E WHEEL RESULTING IN TRUCK SAG CAUSING SUBSEQUENT TRACK DAMAGE AS THE CAR WAS STRIKING THE TOP OF TH,E TRACK TIES AND PLATES. THE CAR THEN CONTINUED TRAVELING 9.4 MILES (MP 26.1 TO MP 35.5) BEFORE THE,CAR DERAILED AS THE 473-22 WAS CROSSING OVER FROM MAIN 2 TO MAIN 1 ON THE WEST END CROSSOVER AT TOWE,R 35. THE TRAIN WAS TRAVELING AT 21MPH WITH THE THROTTLE IN THE IDLE POSITION AS VERIFIED BY LOCOMOT,IVE DOWNLOAD. TRACK DAMAGE $93,400.00,,,,,,,,0,42.021.488,-88.276.188,1,1,Q,J,,ELGIN,,,,,,,,,,,
20,3,ATK,163392,,,,,20,3,ATK,163392,,,20,3,7,1,19,PM,01,0,0,0,0,,CHICAGO,0000.5,17,51,2,1,12,R,1007,1,0,2,Y,MAIN TRACK 2,1,,1,AMT,61059,3,Y,,,0,,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,219968,104500,T222,,0,0,0,0,T222,1,1,12,324468,,17C031,0,0,0,2,0,1,1,1,19,1,19,1,4,,6,,,,262,,2020,0,0,0,0,0,0,COOK,31,,,,Y,CWR,,TRAIN 1007 WITH LOCOMOTIVES E/60-E/5 AND 9 CARS DERAILED TWO CARS AT CP LAKE MP 0.5.  THE DERAILMENT,OCCURRED WHILE THE TRAIN WAS CROSSING OVER FROM MAIN TRACK #1 TO MAIN TRACK #2.  CARS 2 AND 3 IN TH,E CONSIST,C/61059 AND C/39045, DERAILED AND REMAINED UPRIGHT.,,,,,,,,,,,,,0,41.878.648,-87.642.595,1,1,G,,,LD,,,,,,,,,,
20,3,NIRC,2020071848,,,,,20,3,NIRC,2020071848,,289533L,20,3,10,9,17,PM,07,0,0,0,0,,CHICAGO,Sep 86,17,35,4,1,30,R,345,2,0,D,Y,1,4,411778,1,ME,1289,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16474,11639,M308,,0,4,0,4,M308,1,4,30,28113,,17C031,4,0,0,1,0,2,0,3,30,3,30,1,4,,6,,,,225,,2020,0,0,0,0,0,4,COOK,31,,,,Y,CWR,000-000-000,METRA TRAIN # 345 STRUCK A VEHICLE THAT HAD DISREGARDED THE GATES AND SIGNALS AT 71ST & MERRILL AVE.,CHICAGO,IL. NOBODY WAS INJURED ON THE TRAIN. 4 PEOPLE IN THE VEHICLE WERE TRANSPORTED TO THE HOSPIT,AL WITH UNKNOWN INJURIES.,,,,,,,,,,,,,0,4.176.626,-8.757.264,1,1,Q,L,,MED,,,,,,,,,,,
20,4,ATK,164077,,,,,20,4,SFRV,4102020,,628183J,20,4,10,8,56,AM,07,0,0,0,0,,FORT LAUDERDALE,1006.4,12,75,2,1,78,R,98,1,0,2,Y,MAIN 1,4,,1,AMT,22,1,,,,0,,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21306,0,M302,,1,0,1,0,M302,1,4,78,452109,,12C011,0,0,1,1,1,1,0,1,56,1,56,1,3,,6,,,,202,,2020,0,0,0,0,1,0,BROWARD,11,,,,Y,CWR,,TRAIN 98 WITH LOCOMOTIVES E/22-E/14 AND 7 CARS STRUCK AN OCCUPIED VEHICLE AT MP 1006.4, CYPRESS CREE,K ROAD CROSSING.  THE OCCUPANT OF THE VEHICLE WAS A FATALITY. HIGHWAY USER AGE AND GENDER ARE UNKNOW,N.,,,,,,,,,,,,,0,2.620.334,-80.149.906,1,1,Q,,,MIAMI,,,,,,,,,,,
20,2,BLF,20200066,,,,,20,2,FEC,X09021820,,272531W,20,2,18,10,15,AM,07,0,0,0,78,,POMPANO BEACH,332.97,12,80,2,1,78,E,BLF7,2,0,2,Y,EAST MAIN,4,,1,BLF,702,1,N,,,0,,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,66998,0,M308,,1,0,1,0,M308,1,4,78,67371,,12C011,0,0,1,1,0,1,0,4,6,4,6,1,3,,,,,,271,,2020,0,0,0,0,1,0,BROWARD,11,,,,Y,CWR,000-000-000,BLF702 TRAVELING SOUTHBOUND ON THE EAST MAIN APPROACHING HAMMONDVILLE RD MP 332.97.  THEY OBSERVED A,VEHICLE DISREGARDING THE DOWN CROSSING GATES, HORNS, BELLS WERE SOUNDED, TRAIN WAS PLACED IN EMERGE,NCY STRIKING THE VHEICLE WHICH RESULTED IN THE FATAILITY OF THE DRIVER.,,,,,,,,,,,,,0,26.234.183,-80.125.086,1,1,B,Q,,SYSTEM,,,,,,,,,
