IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,UP,1219MA032,,,,,19,12,UP,1219MA032,,,19,12,10,6,53,AM,13,0,0,0,0,,PINE BLUFF,263.43,5,35,1,1,0,R,,,131,5,N,YARD 249,1,,2,OCPX,80108,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11645,33,M507,,0,0,0,0,M507,2,1,0,11678,,05C069,0,0,0,0,0,0,0,,,,,1,5,,1,,,,467,,2019,0,0,0,0,0,0,JEFFERSON,69,,,,N,OTH,000-000-000,OCPX80108 FOUND TO HAVE DAMAGE ON TANK CAR.  NO DERAILMENT AND NO EVIDENCE THAT THIS DAMAGE HAPPENED,IN THE PINE BLUFF TERMINAL.  THERE WAS NO MATE CAR IDENTIFIED, NO EVIDENCE ANYWHERE IN THE YARD OF,DAMAGE.  BASED ON REVIEWING THE YARD CAMERAS, VOICE TAPES, WALKING THE ENTIRE ROUTE OF THIS CAR COMI,NG INTO THE YARD ON THE MNLPB-09, WALKING TRACKS LOOKING FOR MATE CAR, AND CAR DEPARTMENT LOOKING FO,R MATE CAR.  NO EVIDENCE THAT THIS HAPPENED IN PINE BLUFF TERMINAL.,,,,,,,,,,,0,34.249.932,-91.938.493,2,5,K,,,PINE BLUFF SUB,,,,,,,,,,,,,,,,,,,,,,,
19,10,CSX,185981,,,,,19,10,CSX,185981,,,19,10,14,9,30,PM,01,21,0,0,0,,RUSSELL,0524.0,21,52,4,1,4,E,Y200,4,0,7,Y,E19,1,0000.0,2,CEFX,389227,30,N,CEFX,389227,30,N,2,0,0,0,0,0,0,0,0,0,12,0,33,0,0,0,0,1,0,0,34218,100,E27C,,0,0,0,0,E27C,2,1,4,34318,,21C089,0,0,0,1,0,1,1,5,31,5,31,1,3,,1,,,,51,,2019,0,0,0,0,0,0,GREENUP,89,,,,N,OTH,000-000-000,Y20014 FOUND CAR CEFX 389227 DERAILED IN TRACK E19.,,,,,,,,,,,,,,,0,38.531.874,-82.697.192,2,5,,,,RUSSELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,NS,135691,,,,,19,10,NS,135691,,,19,10,2,8,30,AM,04,0,0,0,0,,ELKHART,CD422.,18,70,2,3,5,E,BE97,3,0,7,Y,2 LEAD,1,80,2,EVCX,1026,15,N,,,0,,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,3,0,1,0,0,36735,0,H306,,0,0,0,0,H306,2,1,7,122108,,18C039,0,0,0,1,0,1,0,1,,1,,3,4,,1,,,,80,,2019,0,0,0,0,0,0,ELKHART,39,,0,,N,OTH,000-000-000,NS TRAIN BE97 WAS STRUCK IN ITS SIDE BY NS TRAIN BE16 RESULTING IN A DERAILMENT.,,,,,,,,,,,,,,,0,4.167.736,-85.978.495,1,5,L,,,CHICAGO LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,NS,135691,,,,,19,10,NS,135691,,,19,10,2,8,30,AM,04,0,0,0,0,,ELKHART,CD422.,18,70,2,3,7,E,BE16,4,0,7,Y,2 LEAD,1,80,2,NS,4652,1,N,,,0,,2,0,0,0,0,2,0,0,0,0,20,0,14,0,0,0,0,0,0,0,8540,76833,H306,,0,0,0,0,H306,2,1,7,122108,,18C039,0,0,0,1,0,0,0,1,30,,,1,4,,1,,,,80,,2019,0,0,0,0,0,0,ELKHART,39,,0,,N,OTH,000-000-000,NS TRAIN BE97 WAS STRUCK IN ITS SIDE BY NS TRAIN BE16 RESULTING IN A DERAILMENT.,,,,,,,,,,,,,,,1,4.167.736,-85.978.495,1,5,L,,,CHICAGO LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,CSX,184753,,,,,19,8,LIRC,815201901,,535340R,19,8,15,7,15,AM,07,3,0,0,0,,JEFFERSONVILLE,0104.8,18,70,2,1,20,E,Q205,1,6384,1,Y,MAIN 1,2,0001.0,1,CSXT,5485,1,N,CSXT,5485,1,N,2,0,0,0,0,0,0,0,0,0,62,0,22,0,0,0,0,0,0,0,11728,0,M302,,0,0,0,0,M302,1,4,20,11728,,18C019,0,0,0,1,0,1,0,8,,8,,2,4,,1,,,,90,,2019,0,0,0,0,0,0,CLARK,19,,,,N,CWR,000-000-000,Q20515 STRUCK A SEMI TRAILER AT QSL 104.75 ON THE LIRC RR. LIRC IS REPORTING 0.00 DAMAGES.,,,,,,,,,,,,,,,0,38.330.151,-85.749.765,1,2,,,,LOUISVILLE TERMINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,RTDC,103126,,,,,19,6,RTDC,103126,,,19,6,1,7,16,AM,09,0,0,0,0,,WHEAT RIDGE,Nov 22,8,72,1,1,5,R,4016,1,0,D,Y,MAIN TRACK 2,4,,1,RTDC,4016,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60955,0,H605,,0,0,0,0,H605,1,4,5,60955,,08C059,0,0,0,1,,,,4,16,,,1,6,,6,,,,70,,2019,0,0,0,0,0,0,JEFFERSON,59,,,,Y,CWR,000-000-000,NORTHBOUND TRAIN OPERATING TOWARD END OF THE LINE STRUCK BUMPING POST.,,,,,,,,,,,,,,,0,39.786.949,-105.137.441,1,1,Q,B,J,GOLDLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,SLRG,SL190607A,,,,,19,6,SLRG,SL190607A,,,19,6,7,11,45,PM,01,0,0,0,0,,LA VETA,196.0,8,59,4,3,5,E,IC-0,3,0,1,Y,SINGLE MAIN TRACK,1,,1,CHTT,721249,11,Y,,,0,,3,0,0,0,0,0,0,0,0,0,20,0,4,0,0,4,0,0,0,0,120000,5000,M505,,0,0,0,0,M505,1,1,5,125000,,08C055,0,0,0,1,0,1,0,3,45,3,45,1,6,,3,,,,124,,2019,0,0,0,0,0,0,HUERFANO,55,,,,N,OTH,000-000-000,EASTBOUND TRAIN OPERATING DOWNGRADE HAD 4 CARS DERAIL.  TWO CARS WERE DEEMED A TOTAL LOSS.  INCIDENT,IS UNDER INVESTIGATION.,,,,,,,,,,,,,,0,37.520.851,-105.104.256,2,2,P,,,ALAMOSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,BNSF,PR0619110,,,,,19,6,UP,0619RM028,,,19,6,22,12,31,AM,11,67,0,0,0,,DE BEQUE,416.4,8,51,4,1,40,E,HPVO,3,7427,1,Y,SINGLE MAIN TRACK,4,,1,BNSF,8149,111,,,,0,,3,0,0,0,1,0,0,0,0,0,36,0,71,0,0,0,0,0,0,0,53000,0,E73L,,0,0,0,0,E73L,1,4,40,53000,,08C077,0,0,0,1,0,1,0,2,46,2,46,1,6,,1,,,,148,,2019,0,0,0,0,0,0,MESA,77,,,,N,CWR,000-000-000,H-PVODEN1-21 EXPERIENCED A LOCOMOTIVE FIRE WHILE TRAVERSING SINGLE MAIN TRACK DUE TO LOCOMOTIVE TURB,O FAILURE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,39.330.317,-108.214.082,1,1,Q,,,GLENWOOD SPRINGS UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,BNSF,KS0119102,,,,,19,1,BNSF,KS0119102,,,19,1,5,6,30,PM,01,0,0,0,0,,SPRINGFIELD,94.9,8,40,3,1,3,R,VDEN,1,2816,1,Y,9501,1,,2,TTGX,941834,29,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,5,0,0,55341,40000,T215,,0,0,0,0,T215,2,1,3,95341,,08C009,0,0,0,1,0,1,0,7,30,7,30,1,6,,1,,,,136,,2019,0,0,0,0,0,0,BACA,9,,,,N,OTH,000-000-000,V-DENSFC4-04 DERAILED 5 RAILCARS WHILE SHOVING INTO YARD TRACK 9501 DUE TO TRACK BROKEN JOINT BAR. N,O HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,37.391.889,-10.260.386,2,5,K,,,BOISE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,BNSF,PR0119120,,,,,19,1,BNSF,PR0119120,,,19,1,22,8,15,PM,01,0,0,0,0,,DENVER,540.3,8,23,3,1,4,E,YDEN,4,1296,7,Y,130,1,,2,UTLX,665950,3,N,,,0,,2,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,2,0,0,50600,0,H702,,0,0,0,0,H702,2,1,4,91453,,08C031,0,0,0,1,0,1,1,5,15,5,45,1,6,,1,,,,216,,2019,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,RCO Y-DEN2062-22 DERAILED 2 RAILCARS THAT IN TURN IMPACTED A CUT OF RAILCARS IN ADJACENT TRACK WHILE,SHOVING YARD TRACK 130 DUE TO A SWITCH BEING IMPROPERLY LINED UNDER RAILCARS. NO HAZARDOUS MATERIAL,S WERE RELEASED.,,,,,,,,,,,,,3,39.775.628,-104.981.877,2,5,K,,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,BNSF,PR0119120,,,,,19,1,BNSF,PR0119120,,,19,1,22,8,15,PM,01,0,0,0,0,,DENVER,540.3,8,23,3,1,0,E,J665,4,199,6,N,130,1,,2,UTLX,665970,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,40853,0,H702,,0,0,0,0,H702,2,1,4,91453,,08C031,0,0,0,0,0,0,0,,,,,3,6,,1,,,,216,,2019,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,RCO Y-DEN2062-22 DERAILED 2 RAILCARS THAT IN TURN IMPACTED A CUT OF RAILCARS IN ADJACENT TRACK WHILE,SHOVING YARD TRACK 130 DUE TO A SWITCH BEING IMPROPERLY LINED UNDER RAILCARS. NO HAZARDOUS MATERIAL,S WERE RELEASED.,,,,,,,,,,,,,0,39.775.628,-104.981.877,2,5,K,,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,BNSF,PR0119103,,,,,19,1,BNSF,PR0119103,,,19,1,2,8,45,PM,01,0,0,0,0,,DENVER,0.7,8,24,3,1,6,R,YDEN,1,1155,7,Y,354,1,,2,TTZX,866809,5,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,64520,5000,H503,,0,0,0,0,H503,2,1,6,69520,,08C031,0,0,0,1,0,2,1,4,46,4,46,1,6,,1,,,,148,,2019,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,Y-DEN2051-02 DERAILED 5 RAILCARS WHILE PULLING INTO YARD TRACK 354 DUE TO EXCESSIVE BUFFERING OR SLA,CK ACTION. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,3.976.233,-104.995.541,2,5,K,,,FRONT RANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,BNSF,PR0819106,,,,,19,8,BNSF,PR0819106,,,19,8,14,10,6,AM,01,0,0,0,0,,COLORADO SPGS,66.3,8,80,2,1,22,E,GBEK,2,15436,1,Y,SINGLE MAIN TRACK,4,79.90,1,BN,461369,102,Y,,,0,,2,0,0,0,2,0,0,0,0,0,109,0,0,0,0,1,0,0,0,0,9296,2036000,T102,,0,0,0,0,T102,1,4,22,2045296,,08C041,0,0,0,1,0,1,0,6,51,6,51,1,6,,1,,,,143,,2019,0,0,0,0,0,0,EL PASO,41,0,0,,N,CWR,000-000-000,G-BEKPLX9-12 DERAILED 1 RAILCAR WHILE TRAVERSING SINGLE MAIN TRACK DUE TO CROSS LEVEL OF TRACK IRREG,ULAR. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,38.951.901,-104.831.909,1,1,Q,,,PIKES PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,SLAL,103019VP02,,,,,19,10,UP,1019HL039,,,19,10,30,4,10,PM,01,0,0,0,0,,PUEBLO,126.01,8,0,2,1,0,R,,1,0,,,VESTAS LEAD,3,,4,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,H017,,0,0,0,0,H017,4,3,0,1488,,08C101,0,0,0,0,0,0,0,,,,,2,6,,3,,,,312,,2019,0,0,0,0,0,0,PUEBLO,101,,,,,OTH,000-000-000,WITHIN THE VESTAS PLANT YARD , SPLRR CREW MEMBER FAILED TO PROPERLY ISOLATE/SECURE THE RAILING UNIT,ON A TRAIN ( DP UNIT ) .WHEN THE CREW BEGAN A MOVEMENT FROM THE LEAD LOCOMOTIVE TOWARD THE TRAILING,LOCOMOTIVE , THE TRAILING LOCOMOTIVE . THE TRAILING LOCOMOTIVE MOVED AHEAD AND DERAILED AT A SWITH P,OINT DERAIL.,,,,,,,,,,,,,38.188.447,-104.613.387,2,5,K,,,WALSENBURG,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,UP,0419GP037,,,,,19,4,UP,0419GP037,,,19,4,16,11,14,AM,01,0,0,0,0,,DENVER,Feb 45,8,46,2,2,4,E,YDV7,1,1829,7,Y,YARD 010,1,,2,UP,700,1,,,,0,,2,0,0,0,0,2,0,0,0,0,16,0,0,0,0,1,0,0,0,0,3668,37381,H315,,0,0,0,0,H315,2,1,4,41049,,08C031,0,0,0,2,0,0,0,4,14,,,1,6,,1,,,,340,,2019,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,YDV68R-16 TRANSFERRED ZONE TO THE YDV72R-16 AT 0959.  AT APPROXIMATELY 1114 CREW WAS NOTIFIED THEY W,ERE ON THE GROUND.  CREW WALKED UP TO THE HEAD END.  THEY HAD ZONE 2,2A AND 3, AND FOUND A DERAIL S,OUTH SIDE OF NUMBER FIVE CROSSOVER INSIDE OF AN ACTIVE ZONE.  CREW HAD PREVIOUSLY TRAVERSED THE SWIT,CHES.  TWO ENGINES AND ONE CAR DERAILED.,,,,,,,,,,,,3,39.787.458,-104.998.582,2,5,,,,MOFFAT TUNNEL SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,UP,0619GP044,,,,,19,6,UP,0619GP044,,,19,6,29,1,32,PM,01,0,0,0,0,,PUEBLO,119.96,8,99,2,1,5,E,MPUP,4,5463,1,Y,YARD 016,1,,2,SLC,12473,13,Y,,,0,,3,0,0,0,0,0,0,0,0,0,41,0,6,0,0,6,0,0,0,0,21870,2430,T110,,0,0,0,0,T110,2,1,5,24300,,08C101,0,0,0,1,0,1,0,9,27,9,27,1,6,,1,,,,218,,2019,0,0,0,0,0,0,PUEBLO,101,,,,N,OTH,000-000-000,MPUPU-28 MOVING INTO TRACK 16 FROM EAST TO WEST AT APPROXIMATELY 5 MPH WHEN ENGINEER NOTICED A RAPID,REDUCTION IN SPEED.  TRAIN CAME TO A STOP WITHIN 198' OF INITIAL SPEED REDUTION AND CONDUCTOR OBSER,VED CARS DERAILED.,,,,,,,,,,,,,0,38.271.926,-104.628.231,2,5,,,,TENNESSEE PASS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,ATK,158679,,,,,19,1,BNSF,PR0119131,,,19,1,30,7,46,PM,11,0,0,0,0,,DENVER,0540.8,8,19,4,2,9,E,6,3,0,2,Y,MAIN,2,,1,AMT,136,1,,AMT,136,1,,2,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,19246,0,E74L,,0,0,0,0,E74L,1,2,9,19246,,08C031,0,0,0,1,0,1,0,1,36,1,36,1,6,,6,,,,105,,2019,0,0,0,0,0,0,DENVER,31,,,,Y,CWR,,TRAIN 6(29) WAS DELAYED DUE TO ENGINE FAILURE. THE CREW REPORTED SMOKE IN THE CAB OF LEAD LOCOMOTIVE,/136.,,,,,,,,,,,,,,0,39.768.453,-104.990.015,1,1,J,Q,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,RTDC,90619,,,,,19,9,RTDC,90619,,,19,9,6,12,52,PM,12,0,0,0,0,,THORNTON,13.63,8,78,2,2,16,R,4021,1,0,D,Y,MAIN TRACK #2,4,89 MIL,1,RTDC,4022,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26829,3414,T404,,0,0,0,0,T404,1,4,16,30243,,08C001,0,0,0,2,0,2,0,1,52,1,52,1,6,,6,,,,255,,2019,0,0,0,0,0,0,ADAMS,1,0,0,,N,CWR,000-000-000,A CANTILEVER PIPE BECAME DISCONNECTED FROM THE TOP U-BOLT BRACKET, ALLOWING ONE OF THE CANTILEVER AR,MS TO SWING DOWN IN THE PATH OF THE PANTOGRAPH AS THE TRAIN MADE ITS WAY THROUGH THE STATION, CAUSIN,G DAMAGE TO THE PANTOGRAPH AND TO THE TOP OF THE TRAIN.,,,,,,,,,,,,,0,3.992.658,-10.496.487,1,1,Q,B,J,NLINE,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,BNSF,PR0819111,,,,,19,8,BNSF,PR0819111,,,19,8,27,7,0,AM,01,0,0,0,0,,DENVER,540.9,8,65,1,1,7,E,YDEN,3,4224,7,Y,103,1,,2,BNBX,80002,23,Y,,,0,,2,0,0,0,0,0,0,0,0,0,33,0,18,0,0,3,0,0,0,0,5619,35000,T101,,0,0,0,0,T101,2,1,7,40619,,08C031,0,0,0,1,0,1,1,7,58,7,58,1,6,,1,,,,138,,2019,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,Y-DEN3051-26 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 103 DUE TO CROSS LEVEL OF TRACK IRREGULAR.,NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,39.769.082,-104.989.572,2,5,K,,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,BNSF,PR0719105,,,,,19,7,BNSF,PR0719105,,,19,7,8,11,30,AM,04,0,0,0,0,,DENVER,540.2,8,80,2,1,3,E,YDEN,3,220,7,Y,105,1,,2,AOK,35014,4,Y,AOK,35014,4,Y,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2043,0,H702,,0,0,0,0,H702,2,1,3,110523,,08C031,0,0,0,1,0,2,1,4,27,4,27,3,6,,1,,,,210,,2019,0,0,0,0,0,0,DENVER,31,0,0,,N,OTH,000-000-000,Y-DEN1071-08 HAD A RAILCAR ROLL INTO YARD TRACK AND IMPACT THE H-DENLIN1-08 DURING SWITCHING OPERATI,ONS DUE TO AN IMPROPERLY LINED SWITCH. RESULTED IN DAMAGES TO EQUIPMENT. NO HAZARDOUS MATERIALS WERE,RELEASED.,,,,,,,,,,,,,0,39.775.752,-104.980.868,2,5,K,,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,BNSF,PR0719105,,,,,19,7,BNSF,PR0719105,,,19,7,8,11,30,AM,04,2,0,0,0,,DENVER,540.2,8,80,2,1,0,E,HDEN,3,3905,1,Y,105,1,,2,CBTX,737699,28,N,,,0,,4,0,0,0,0,0,0,0,0,0,9,0,69,0,0,0,0,0,0,0,108480,0,H702,,0,0,0,0,H702,2,1,3,110523,,08C031,0,0,0,1,0,1,0,2,,2,,1,6,,1,,,,210,,2019,0,0,0,0,0,0,DENVER,31,0,0,,N,OTH,000-000-000,Y-DEN1071-08 HAD A RAILCAR ROLL INTO YARD TRACK AND IMPACT THE H-DENLIN1-08 DURING SWITCHING OPERATI,ONS DUE TO AN IMPROPERLY LINED SWITCH. RESULTED IN DAMAGES TO EQUIPMENT. NO HAZARDOUS MATERIALS WERE,RELEASED.,,,,,,,,,,,,,0,39.775.752,-104.980.868,2,5,K,,,BRUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,BNSF,KS0419104,,,,,19,4,BNSF,KS0419104,,,19,4,15,3,10,AM,01,40,0,0,0,,LA JUNTA,555.3,8,53,4,1,3,E,HPUE,4,11547,1,Y,197,1,,2,BNSF,929154,49,N,,,0,,3,0,0,0,0,0,0,0,0,0,81,0,32,0,0,0,0,3,0,0,40205,0,H503,H513,0,0,0,0,H503,2,1,3,40205,,08C089,0,0,0,1,0,1,0,10,10,10,10,1,6,,1,,,,154,,2019,0,0,0,0,0,0,OTERO,89,,,,N,OTH,000-000-000,H-PUEAMS1-13 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 197 DUE EXCESSIVE BUFFING OR SLACK ACTION,,TRAIN HANDLING. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,37.988.559,-103.550.957,2,5,K,,,BOISE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,BNSF,PR0419108,,,,,19,4,BNSF,PR0419108,,,19,4,11,2,33,PM,01,0,0,0,0,,LONGMONT,41.8,8,45,2,1,9,E,RPWR,4,4512,1,Y,1199,1,,2,JOBX,1328,4,Y,,,0,,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,26800,12000,T221,,0,0,0,0,T221,2,1,9,38800,,08C013,0,0,0,1,0,1,1,4,33,4,33,1,6,,1,,,,126,,2019,0,0,0,0,0,0,BOULDER,13,,,,N,OTH,000-000-000,R-PWR4251-11 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 1199 DUE TO TRACK BROKEN RAIL. NO HAZARDOU,S MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,40.180.671,-105.162.096,2,5,K,,,FRONT RANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,CSX,187005,,,,,19,12,CSX,187005,,,19,12,8,2,39,PM,05,0,0,0,0,,INDIANAPOLIS,0009.0,18,55,2,2,8,E,Q686,3,12715,1,Y,R08,1,0000.0,2,GACX,15424,101,N,,,0,,2,0,0,0,0,0,0,0,0,0,113,0,8,0,0,4,0,0,0,0,99078,0,H307,,0,0,0,0,H307,2,1,8,126943,,18C097,0,0,0,1,0,1,0,7,24,7,24,1,4,,1,,,,68,,2019,0,0,0,0,0,0,MARION,97,0,0,,N,OTH,000-000-000,Y29008 FAILED TO ENSURE HIS ROUTE WAS  LINED AND CLEAR FOR MOVEMENT.,,,,,,,,,,,,,,,0,39.759.791,-86.327.526,2,5,K,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,NS,135657,,,,,19,9,NS,135657,,,19,9,28,9,5,PM,12,2,2,0,0,,ELKHART,CD422.,18,61,4,1,2,E,BE22,4,0,7,Y,CLASS TRACK 19,1,67,2,GBRX,700989,1,Y,,,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1226,12266,M411,,0,0,0,0,M411,2,1,2,13492,,18C039,0,0,0,1,0,1,0,6,5,6,5,1,4,,1,,,,243,,2019,0,0,0,0,0,0,ELKHART,39,,,,N,CWR,000-000-000,A-END OF GBRX 700846 AND B-END OF GRBX 700989 COUPLERS BYPASSED CAUSING THE L1/L2 WHEELS OF GBRX 700,989 AND L3-L4/R3-R4 WHEELS OF GRBX 700846 TO DERAIL ON THE EAST END OF CLASS TRACK 19. THE DERAILMEN,T HAPPENED UNDER NORMAL HUMPING OPERATIONS.,,,,,,,,,,,,,0,4.167.736,-85.978.495,2,5,K,,,CHICAGO LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,UP,0619RM028,19,6,BNSF,PR0619110,19,6,UP,0619RM028,,,19,6,22,12,31,AM,11,0,0,0,0,,DE BEQUE,416.35,8,49,4,3,0,,,4,0,,,SINGLE MAIN TRACK,3,07. Mai,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E73L,,0,0,0,0,E73L,1,4,40,53000,,08C077,0,0,0,0,0,0,0,,,,,2,6,,1,,,,148,,2019,0,0,0,0,0,0,MESA,77,,,,,CWR,000-000-000,BNSF TRAIN QPVPSJ-21,HAD A SMALL FIRE ON THE REAR LOCOMOTIVE BNSF8149.  NO DERAILMENT OR TRACK DAMA,GE.  BNSF REPORTED $53,000 IN EQUIPMENT DAMAGES.,,,,,,,,,,,,,,,39.332.519,-108.209.268,1,1,Q,,,GLENWOOD SPRINGS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,UP,0619RM030,,,,,19,6,UP,0619RM030,,,19,6,24,6,31,AM,01,0,0,0,0,,CRAIG,3.0,8,46,1,2,13,E,CUEA,4,7865,1,Y,UTE INDUSTRIAL LEAD,2,,4,TSXX,8005,5,Y,,,0,,2,0,0,0,1,0,0,0,0,0,55,0,0,0,0,6,0,0,0,0,398394,21936,T207,,0,0,0,0,T207,4,2,13,420330,,08C081,0,0,0,1,0,1,1,10,31,10,31,1,6,,1,,,,142,,2019,0,0,0,0,0,0,MOFFAT,81,,,,N,OTH,000-000-000,CUEAI-23,LEAD LOCOMOTIVE UP8112, WAS SHOVING FROM MAIN TRACK ONTO THE UTE INDUSTRIAL LEAD WHEN TRAI,N WENT INTO EMERGENCY.  SIX CARS DERAILED.,,,,,,,,,,,,,,0,40.497.439,-107.569.634,2,5,,,,UTE IND LD,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,UP,0519GP038,,,,,19,5,UP,0519GP038,,804874B,19,5,31,4,50,PM,07,0,0,0,0,,PIERCE,67.15,8,76,2,2,59,R,ZLAD,2,5771,1,Y,SINGLE MAIN TRACK,4,28. Feb,1,UP,8193,1,,,,0,,4,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,21963,297,M304,,0,0,0,0,M304,1,4,59,22260,,08C123,0,0,0,1,1,1,0,5,5,5,5,1,6,,1,,,,148,,2019,0,0,0,0,0,0,WELD,123,,,,N,CWR,000-000-000,TRAIN ZLADV-30,LEAD LOCOMOTIVE UP8193,COLLIDED WITH A SEMI WITH TRAILER TRAVELING WEST ON CR90.  S,EMI DID NOT STOP FOR ACTIVE WARNING AT CROSSING.,,,,,,,,,,,,,,0,4.064.006,-10.475.368,1,1,J,,,GREELEY SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
