"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","07","UP","0719PR014","","","","","19","07","UP","0719PR014","","","19","07","07","3","17","AM","12","0","0","0","0","","NORTHLAKE","14.0","17","68","4","1","001","E","YPR3","3","56","7","Y","YARD 042","1","","2","SOU","088583","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","11610","33","M411","","0","0","0","0","M411","2","1","001","31312","","17C031","0","000000","0","1","0","0","0","03","47","","","1","4","","1","","","","123","","2019","0","0","0","0","0","0","COOK","031","","","","N","CWR","000-000-000","YPR32R-06, FOUND ETTX700134 WAS CROSS-COUPLED WITH THE SOU88583 IN TRACK 42 DURING NORMAL HUMPING OP","ERATION. NO DERAILMENT.","","","","","","","","","","","","","","1","41.89892","-87.907863","2","5","","","","PROVISO YARD",
"19","07","UP","0719PR014","","","","","19","07","UP","0719PR014","","","19","07","07","3","17","AM","12","0","0","0","0","","NORTHLAKE","14.0","17","68","4","1","000","E","","","56","5","N","YARD 042","1","","2","ETTX","700134","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","19669","0","M411","","0","0","0","0","M411","2","1","001","31312","","17C031","0","000000","0","0","0","0","0","","","","","3","4","","1","","","","123","","2019","0","0","0","0","0","0","COOK","031","","","","N","CWR","000-000-000","YPR32R-06, FOUND ETTX700134 WAS CROSS-COUPLED WITH THE SOU88583 IN TRACK 42 DURING NORMAL HUMPING OP","ERATION. NO DERAILMENT.","","","","","","","","","","","","","","0","41.89892","-87.907863","2","5","","","","PROVISO YARD",
"19","07","UP","0719PR028","","","","","19","07","UP","0719PR028","","","19","07","22","7","55","AM","01","2","2","0","0","","SOUTH HOLLAND","18.5","17","67","1","2","003","R","MASC","1","6242","1","Y","YARD 306","1","","2","XOMX","720711","017","Y","","","000","","3","0","0","0","0","0","0","0","0","0","36","0","50","0","0","5","0","1","0","0","18749","47934","T202","","0","0","0","0","T202","2","1","003","66683","","17C031","0","000000","0","1","0","1","0","07","25","07","25","1","4","","1","","","","145","","2019","0","0","0","0","0","0","COOK","031","","","","N","OTH","000-000-000","WHILE PULLING INTO 306 THE MASCH-21, LEAD LOCOMOTIVE UP7202, DERAILED 6 CARS UPRIGHT DUE TO BROKEN R","AIL ON THE NORTH SIDE UNDER SIBLEY OVER-PASS.","","","","","","","","","","","","","","0","41.615186","-87.611115","2","5","K","","","VILLA GROVE SUB",
"19","08","UP","0819RM029","","","","","19","08","UP","0819RM029","","","19","08","25","8","56","PM","01","0","0","0","0","","NORTH LAS VEGAS","342.23","32","105","4","1","007","E","LUM4","4","5131","1","Y","YARD 402","1","","2","TTGX","705539","035","N","","","000","","3","0","0","0","0","0","0","0","0","0","33","0","19","0","0","0","0","3","0","0","159439","124814","H702","","0","0","0","0","H702","2","1","007","348735","","32C003","0","000000","0","1","0","1","1","05","56","05","56","1","7","","1","","","","146","","2019","0","0","0","0","0","0","CLARK","003","00","00","","N","OTH","000-000-000","LUM49-25 DERAILED 4 CARS AT THE VALLEY YARD IN TRACK 402/403. THERE ARE NO INJURIES, NO CARS OUT OF","FOUL, AND ABLE TO RUN TRAFFIC ON THE MAINLINE.","","","","","","","","","","","","","","0","36.269472","-115.076076","2","5","K","","","CALIENTE SUB",
"19","03","UP","0319NC003","","","","","19","03","UP","0319NC003","","833452L","19","03","02","6","16","AM","07","7","0","0","0","","BEOWAWE","618.85","32","36","1","6","040","E","MRVN","3","9240","1","Y","MAIN LINE 2","4","17.2","1","UP","005929","001","","","","000","","4","0","1","0","0","0","0","0","0","0","72","0","37","0","0","0","0","0","0","0","71834","6070","M302","M303","0","0","0","0","M302","1","4","040","77904","","32C011","0","000000","0","1","0","1","0","09","31","09","31","1","7","","1","","","","417","","2019","0","0","0","0","0","0","EUREKA","011","","","","N","CWR","000-000-000","MRVNPP-01, LEAD LOCOMOTIVE UP5929, WAS TRAVELING EAST ON MAIN TRACK 2 WHEN IT STRUCK A THOMAS PETROL","EUM TRAILER THAT THE DRIVER DID NOT PULL CLEAR OF THE TRACK BEFORE STOPPING WHILE TRAIN WAS APPROACH","ING.  LOCOMOTIVE WAS SEVERELY DAMAGED AND THE TRAILER RUPTURED RELEASING APPROXIMATELY 4,000 GALLONS","OF DIESEL FUEL ONTO THE GROUND.  NO INJURIES WERE REPORTED FROM EITHER OF THE TRAIN CREW OR THE DRI","VER OF THE TRUCK.","","","","","","","","","","","0","40.590839","-116.474301","1","1","J","","","ELKO SUB",
"19","01","SKOL","1901119001","","","","","19","01","SKOL","1901119001","","","19","01","19","12","30","AM","01","0","0","0","0","","NEODESHA","398.6","20","29","4","1","011","R","SKOL","4","4016","1","Y","NEODESHA SUB","2","","1","CRNX","953362","025","Y","","","000","","3","0","0","0","0","0","0","0","0","0","23","0","38","0","0","5","0","0","0","0","204071","235000","T401","","0","0","0","0","T401","1","2","011","439071","","20C205","0","000000","0","1","0","1","0","03","30","03","30","1","6","","3","","","","511","","2019","0","0","0","0","0","0","WILSON","205","","","","N","OTH","000-000-000","AT APPROXIMATELY 00:30 THE 301 (ENGINEER WITH 8.75 YRS AND CONDUCTOR WITH 6.5 YRS.)WAS RUNNING WEST","ON NEODESHA SUB WITH 3 MOTORS ( 4156, 4138, 4139)  WITH 61 CARS ( 23 X 38 )  TONNAGE 4016   LENGTH 3","351.  WHEN THEY WENT OVER THE BRIDGE AT MP 398.6 THEY FELT A TUG AND THEN WENT INTO EMERGENCY.  AFTE","R INSPECTION THERE WAS 5 CARS DERAILED. CARS 25-29 ( CRNX 953362, CRNX 94173. CRNX 94062, SHQX 10912","AND UTLX 302417.) 2 ON THEIR SIDE, 2 HIGH CENTERED OFF EACH END, AND 1 DERAILED ON THE WEST END OF","THE BRIDGE.","","","","","","","","","","0","37.41108","-95.668519","2","2","P","N","","NEODESHA",
"19","01","UP","0119HL012","","","","","19","01","UP","0119HL012","","","19","01","15","11","20","AM","13","0","0","0","0","","OSAWATOMIE","54.54","20","37","2","2","040","E","CCAC","2","17875","1","Y","SINGLE MAIN TRACK","4","86.8","1","FURX","940474","015","Y","FURX","940474","015","Y","3","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","5444","20773","E69C","","0","0","0","0","E69C","1","4","040","26217","","20C121","0","000000","0","1","0","1","0","05","05","05","05","1","6","","1","","","","360","","2019","0","0","0","0","0","0","MIAMI","121","","","","N","CWR","000-000-000","THE CCACL9-12 WAS TRAVELING SOUTHBOUND ON THE PARSONS SUB WHEN THE EMPLOYEE WAS GIVING A ROLLBY AND","NOTICED THAT CAR FURX940474 HAD A BROKEN WHEEL ON THE B END CONDUCTOR'S SIDE.  THE TRAIN WAS TOLD TO","STOP.  THE TRAIN HAD TRAVELED APPROXIMATELY 6 MILES FROM WHERE THE WHEEL WAS FOUND AND 9 MILES FROM","WHERE THE BRAKE RIGGING HAD MADE FIRST DAMAGE TO THE TRACK.","","","","","","","","","","","","0","38.418254","-94.95662","1","1","D","","","PARSONS SUB",
"19","01","UP","0119HL035","","","","","19","01","UP","0119HL035","","","19","01","29","10","30","AM","13","0","0","0","0","","KANSAS CITY","4.75","20","25","2","2","000","R","","","110","6","N","YARD 016","1","","2","SHPX","206315","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","12172","150","M201","","0","0","0","0","M201","2","1","000","12322","","20C209","0","000000","0","0","0","0","0","","","","","1","6","","1","","","","114","","2019","0","0","0","0","0","0","WYANDOTTE","209","","","","N","OTH","000-000-000","DAMAGE WAS DISCOVERED ON THE SHPX206315 DUE TO A SHIFTED LOAD ON THE PTTX137263 ON ADJACENT TRACK.","NO DERAILMENT.","","","","","","","","","","","","","","0","39.097694","-94.666802","2","5","K","","","K C METRO KANSAS",
"19","05","PHL","2015051901","","","","","19","05","PHL","2015051901","","","19","05","19","10","34","PM","01","0","0","0","0","","LOS ANGELES","18.5","06","60","4","2","001","R","YPUP","4","1572","1","Y","MAIN TRACK 1","2","","1","DTTX","746340","002","Y","DTTX","746340","002","Y","2","0","0","0","0","1","0","0","0","0","26","0","0","0","0","2","0","0","0","0","47000","43000","E64C","","0","0","0","0","E64C","1","2","001","90000","","06C037","0","000000","0","1","0","1","0","02","43","02","43","1","7","","3","","","","177","","2019","0","0","0","0","0","0","LOS ANGELES","037","00","00","","N","CWR","000-000-000","CREW WAS SHOVING TICTF, CONDUCTOR STATED SHOVE 50 CARS WHEN ENGINER FELT RSISTANCE IN TRAIN. ENGINEE","R INSPECTED AND FOUND DERAILED CARS. FOUND WORN FLANGE ON FIRST DERAILED CAR.","","","","","","","","","","","","","","0","33.762876","-118.2398","1","1","Q","","","ALAMEDA",
"19","04","BNSF","CA0419201","","","","","19","04","BNSF","CA0419201","","974335E","19","04","08","4","47","PM","07","0","0","0","0","","CORONA","2.3","06","82","2","1","010","R","RCAL","3","576","1","Y","4307","1","","2","ATSF","999778","001","N","","","000","","3","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","1","0","0","39528","0","M302","","0","1","0","1","M302","2","1","010","39528","","06C065","1","000000","0","1","0","1","1","11","59","11","59","1","7","","1","","","","213","","2019","0","1","0","0","0","0","RIVERSIDE","065","","","","N","OTH","000-000-000","CREW WAS SHOVING TO THE 3M FACILITY WHEN A QUARRY TRUCK FAILED TO YIELD FOR THE TRAIN AT A PRIVATE C","ROSSING ULTIMATELY BEING STRUCK BY THE SHOVE PLATFORM OF THE TRAIN. 4/08/2019 THIS CROSSING HAS NO D","OT NUMBER. AC","","","","","","","","","","","","","0","33.854817","-117.521355","2","5","K","","","SAN BERNARDINO",
"19","01","UP","0119NC049","","","","","19","01","UP","0119NC049","","","19","01","27","4","10","AM","09","0","0","0","0","","DIXON","62.37","06","43","1","2","056","R","ANPM","4","3645","1","Y","MAIN LINE 2","4","7.1","1","UP","005309","001","","","","000","","5","0","0","0","1","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","35498","1132","M402","","0","1","0","1","M402","1","4","056","36630","","06C095","1","000000","0","1","0","1","0","03","39","03","39","1","7","","1","","","","314","","2019","0","0","0","0","0","1","SOLANO","095","","","","N","CWR","000-000-000","THE WESTBOUND ANPMI-24 WITH LEAD UNIT UP5309 STRUCK AN OCCUPIED VEHICLE ABOUT 120FT EAST OF THE FOX","RD. CROSSING.  DRIVER WAS INTOXICATED AND TURNED ONTO THE TRACKS FACING EASTWARD, TOWARDS THE TRAIN.","HE SUFFERED UNKNOWN INJURIES AND WAS PLACED UNDER ARREST AND TRANSPORTED AWAY.  OCCURRED 120 FEET","FROM CROSSING.","","","","","","","","","","","","0","38.385899","-121.87803","1","1","Q","","","MARTINEZ SUB",
"19","03","BNSF","CA0319114","","","","","19","03","BNSF","CA0319114","","","19","03","28","6","30","AM","01","0","0","0","0","","BELL","145.7","06","70","1","1","009","R","BPHX","4","2892","1","Y","112","1","","2","BNSF","005288","001","","","","000","","2","0","0","0","0","2","0","0","0","0","67","0","0","0","0","0","0","0","0","0","14000","8100","H607","H303","0","0","0","0","H607","2","1","009","22100","","06C037","0","000000","0","1","0","1","0","10","15","10","15","1","7","","1","","","","185","","2019","0","0","0","0","0","0","LOS ANGELES","037","","","","N","OTH","000-000-000","B-PHXLAC4-26 DERAILED 2 LOCOMOTIVES WHILE PULLING INTO YARD TRACK 112 DUE TO FAILURE TO COMPLY WITH","RESTRICTED SPEED IN-TURN RUNNING OVER A DERAIL. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","34.005432","-118.185747","2","5","K","","","SAN BERNARDINO",
"19","07","ATK","159878","","","","","19","07","ATK","159878","","","19","07","01","5","20","PM","09","0","0","0","0","","OAKLAND","0005.6","06","60","2","1","005","E","CDTX","2","0","8","Y","14","1","","2","CDTX","002005","001","","","","000","","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30672","0","H021","","0","0","0","0","H021","2","1","005","30672","","06C001","0","000000","0","1","0","1","1","11","15","11","15","1","7","","6","","","","381","","2019","0","0","0","0","0","0","ALAMEDA","001","","","","N","CWR","","RULE VIOLATION:  ENGINEER WAS OPERATING THE SWITCHER (CDTX 590) ON TRACK 14 SHOVING 4 LITE LOCOS AND","COUPLING INTO A 5TH (CDTX 2005).  CONDUCTOR FAILED TO VERIFY HANDBRAKE WAS APPLIED ON CDTX 2005 WHE","N EQUIPMENT COUPLED CDTX 2005 ROLLED INTO BUMPERS ON THE END OF TRACK 14, KNOCKING BUMPERS TO THE GR","OUND AND COLLIDING WITH WALKWAY.  CDTX 2005 RECEIVED EXTERIOR DAMAGE TO THE NOSE.","","","","","","","","","","","","0","37.8","-122.29","2","5","L","","","SOSS",
"19","02","UP","0219ST025","","","","","19","02","UP","0219ST025","","","19","02","20","9","56","AM","12","0","0","0","0","","MOJAVE","380.6","06","33","2","2","000","E","LOP5","1","2324","7","Y","YARD 005","1","","2","AMGX","005051","015","Y","AMGX","005051","015","Y","3","0","0","0","0","0","0","0","0","0","15","0","10","0","0","0","0","0","0","0","27080","0","E08C","H018","0","0","0","0","E08C","2","1","000","97464","","06C029","0","000000","0","1","0","1","1","02","56","02","56","1","7","","1","","","","408","","2019","0","0","0","0","0","0","KERN","029","00","00","","N","OTH","000-000-000","THE AMGX5051 WAS SET OUT INTO YARD TRACK 5 DURING SWITCHING OPERATIONS WITH HANDBRAKE APPLIED BY THE","LOP53-20.  AFTER CUTTING AWAY, THE AGMX5051 ROLLED SOUTH INTO TRACK 5 ON DESCENDING GRADE AND STRUC","K THE UP5572.  NO DERAILMENT OR TRACK DAMAGE.  THE HANDBRAKE WAS FOUND TO BE DEFECTIVE.  ADDITIONALL","Y, THE CREW HAD SET THE HANDBRAKE, BUT FAILED TO WAIT A FULL MINUTE AS REQUIRED BY RULE BEFORE PULLI","NG AWAY.","","","","","","","","","","","0","35.052043","-118.174444","2","5","K","","","MOJAVE SUB",
"19","02","UP","0219ST025","","","","","19","02","UP","0219ST025","","","19","02","20","9","56","AM","12","0","0","0","0","","MOJAVE","380.6","06","33","2","2","000","R","UP55","4","0","8","N","YARD 005","1","","2","UP","005572","001","","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70384","0","E08C","H018","0","0","0","0","E08C","2","1","000","97464","","06C029","0","000000","0","0","0","0","0","","","","","3","7","","1","","","","408","","2019","0","0","0","0","0","0","KERN","029","00","00","","N","OTH","000-000-000","THE AMGX5051 WAS SET OUT INTO YARD TRACK 5 DURING SWITCHING OPERATIONS WITH HANDBRAKE APPLIED BY THE","LOP53-20.  AFTER CUTTING AWAY, THE AGMX5051 ROLLED SOUTH INTO TRACK 5 ON DESCENDING GRADE AND STRUC","K THE UP5572.  NO DERAILMENT OR TRACK DAMAGE.  THE HANDBRAKE WAS FOUND TO BE DEFECTIVE.  ADDITIONALL","Y, THE CREW HAD SET THE HANDBRAKE, BUT FAILED TO WAIT A FULL MINUTE AS REQUIRED BY RULE BEFORE PULLI","NG AWAY.","","","","","","","","","","","0","35.052043","-118.174444","2","5","K","","","MOJAVE SUB",
"19","02","ATK","157613","","","","","19","02","UP","0219NC024","","751154H","19","02","13","11","5","PM","07","0","0","0","0","","EMERYVILLE","0004.8","06","59","4","3","049","E","719","4","0","2","Y","MAIN TRACK 1","3","000009","1","CDTX","002104","001","","","","000","","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","10845","0","M303","","0","0","0","0","M303","1","3","049","11095","","06C001","0","000000","0","1","1","1","1","09","47","06","52","1","7","","6","","","","150","","2019","0","0","0","0","0","0","ALAMEDA","001","","","","Y","CWR","","TRAIN 719 OPERATING WITH LOCOMOTIVE C2104 AND 4 CARS STRUCK AN UNOCCUPIED VEHICLE AT MP 4.86, 67TH S","TREET CROSSING.  THERE WERE NO INJURIES TO REPORT.","","","","","","","","","","","","","","0","37.846232","-122.294202","1","1","Q","","","MARTINEZ",
"19","02","FEC","D06021219","","","","","19","02","FEC","D06021219","","","19","02","12","4","45","AM","13","0","0","0","0","","WEST PALM BEACH","299.13","12","70","4","1","010","E","RM 2","1","0","9","Y","WEST MAIN","4","2.45","1","RM","002000","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","44000","0","H402","","0","0","0","0","H402","1","4","010","44000","","12C099","0","000000","0","1","0","1","0","08","45","08","45","1","3","","2","","","","181","","2019","0","0","0","0","0","0","PALM BEACH","099","00","00","","N","CWR","000-000-000","TAMPER MACHINE WAS TRAVELING WITH RAIL CLAMPS APPLIED WHERE THEY SHOULD HAVE BEEN RELEASED WHILE TRA","VELING.  RAIL CLAMPS STRUCK A ROAD CROSSING CAUSING DAMAGE TO THE TAMPER MACHINE.","","","","","","","","","","","","","","0","26.710404","-80.055307","2","4","","","","SYSTEM",
"19","02","UP","0219HL020","","","","","19","02","UP","0219HL020","","","19","02","17","4","12","PM","01","0","0","0","0","","KANSAS CITY","3.81","20","28","2","2","010","R","YKS3","3","273","7","Y","TRACK 107","1","","2","BNSF","545808","003","Y","","","000","","2","0","0","0","0","0","0","0","0","0","4","0","5","0","0","1","0","2","0","0","5532","10900","T303","","0","0","0","0","T303","2","1","010","16432","","20C209","0","000000","0","2","0","0","0","01","42","","","1","6","","1","","","","245","","2019","0","0","0","0","0","0","WYANDOTTE","209","00","00","","N","OTH","000-000-000","THE YKS38R-17 WAS PULLING A CUT OF 9 CARS EAST OFF OF THE LEAD TRACK 105 ONTO TRACK 107 WHEN THE THI","RD CAR DERAILED AT THE GUARD RAIL AND FROG.  THIS RESULTED IN DERAILMENT OF THE BNSF545808, THE ETTX","710448, AND THE EAST TRUCKS OF THE ETTX10976.","","","","","","","","","","","","","3","39.093781","-94.649858","2","5","K","","","K C METRO KANSAS",
"19","02","ATK","157589","","","","","19","02","BNSF","KS0219201","","008826R","19","02","12","2","45","AM","07","0","0","0","0","","PEABODY","0164.3","20","29","4","1","079","R","3","4","0","2","Y","SINGLE MAIN","4","","1","AMT","000005","001","","","","000","","2","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","27134","0","M302","","1","0","1","0","M302","1","4","079","27384","","20C115","0","000000","1","3","0","1","1","04","46","04","46","1","6","","6","","","","157","","2019","0","0","0","0","1","0","MARION","115","","","","Y","CWR","","TRAIN 3 OPERATING WITH LOCOMOTIVES E/5-E/132 AND 9 CARS STRUCK AN OCCUPIED VEHICLE AT MP 164.30, 80T","H STREET CROSSING.  DRIVER IN THE VEHICLE WAS A FATALITY.","","","","","","","","","","","","","","0","38.188172","-97.045127","1","1","J","Q","","LA JUNTA",
"19","02","UP","0219GP009","","","","","19","02","UP","0219GP009","","","19","02","07","1","10","PM","01","14","0","0","0","","MARYSVILLE","152.2","20","14","2","2","005","R","MNPP","3","17872","1","Y","MAIN LINE 2","4","38.2","1","FURX","845457","155","Y","FURX","845457","155","Y","2","0","2","0","0","0","0","0","0","0","122","0","56","0","0","1","0","0","0","0","37624","66","E21C","","0","0","0","0","E21C","1","4","005","37690","","20C117","0","000000","0","1","0","1","0","08","39","09","39","1","6","","1","","","","80","","2019","0","0","0","0","0","0","MARSHALL","117","00","00","","N","CWR","000-000-000","MNPPB-06 DERAILED ONE RAILCAR DUE TO THE CENTER BEAM BREAKING ON THE FURX845457.","","","","","","","","","","","","","","","0","39.886788","-96.694753","1","1","J","A","","MARYSVILLE SUB",
"19","06","BNSF","KS0619102","","","","","19","06","BNSF","KS0619102","","","19","06","03","2","20","AM","01","0","0","0","0","","KANSAS CITY","6.2","20","70","4","1","002","E","YKCK","3","1481","7","Y","2048","1","","2","TTZX","856069","018","N","","","000","","2","0","0","0","0","0","0","0","0","0","6","0","19","0","0","0","0","2","0","0","16072","250","T305","","0","0","0","0","T305","2","1","002","16322","","20C209","0","000000","0","0","0","1","1","","","11","50","1","6","","1","","","","230","","2019","0","0","0","0","0","0","WYANDOTTE","209","","","","N","OTH","000-000-000","RCO Y-KCK2012-02 HAD RAILCARS IMPACT EACH IN YARD TRACK 2048 DURING HUMP OPERATIONS DUE TO AUTOMATIC","HUMP RETARDER MALFUNCTION. THE IMPACT RESULTS IN 2 RAILCARS DERAILED AND EQUIPMENT DAMAGES. NO HAZA","RDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","3","39.085382","-94.688195","2","5","K","","","EMPORIA",
"19","06","BNSF","KS0619104","","","","","19","06","BNSF","KS0619104","","","19","06","08","12","1","PM","01","14","2","0","0","","EMPORIA","113.0","20","85","2","1","005","E","HKCK","4","5094","1","Y","6812","1","","2","BNSF","800118","010","N","","","000","","6","0","0","0","0","0","0","0","0","0","16","0","81","0","0","1","0","7","0","0","21154","22000","H503","","0","0","0","0","H503","2","1","005","43154","","20C111","0","000000","0","1","0","1","0","09","11","09","11","1","6","","1","","","","138","","2019","0","0","0","0","0","0","LYON","111","","","","N","OTH","000-000-000","H-KCKWIC1-07 DERAILED 8 RAILCARS WHILE PULLING OUT OF YARD TRACK 6812 DUE TO EXCESSIVE SLACK ACTION.","NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","38.40098","-96.203404","2","5","K","","","EMPORIA",
"19","06","BNSF","KS0619107","","","","","19","06","BNSF","KS0619107","","","19","06","13","8","13","AM","04","0","0","0","0","","KANSAS CITY","5.6","20","78","1","1","002","E","YKCK","3","3348","7","Y","2036","1","","2","TBOX","671105","034","Y","","","000","","2","0","0","0","0","0","0","0","0","0","24","0","8","0","0","0","0","0","0","0","863","0","H317","","0","0","0","0","H317","2","1","002","32403","","20C209","0","000000","0","0","0","2","1","","","09","43","1","6","","1","","","","261","","2019","0","0","0","0","0","0","WYANDOTTE","209","","","","N","OTH","000-000-000","Y-KCK3012-12A WAS HUMPING CARS INTO TRACK 2036 AND FAILED TO FOLLOW ARGENTINE INSTRUCTIONS REGARDING","THE LOAD LAW. THE CREW HUMPED OVER 10 LOADS INTO TRACK 2036 WHICH RESULTED IN THE CUT OF CARS ROLLI","NG OUT INTO THE Y-KCK3072-12A WHICH WAS STANDING ON THE LEAD.","","","","","","","","","","","","","3","39.082195","-94.677634","2","5","K","","","EMPORIA",
"19","06","BNSF","KS0619107","","","","","19","06","BNSF","KS0619107","","","19","06","13","8","13","AM","04","0","0","0","0","","KANSAS CITY","5.6","20","78","1","1","000","R","YKCK","3","5102","7","Y","2036","1","","2","TCIX","051470","046","N","","","000","","1","0","0","0","0","0","0","0","0","0","37","0","12","0","0","0","0","0","0","0","31540","0","H317","","0","0","0","0","H317","2","1","002","32403","","20C209","0","000000","0","0","0","1","1","","","09","13","3","6","","1","","","","261","","2019","0","0","0","0","0","0","WYANDOTTE","209","","","","N","OTH","000-000-000","Y-KCK3012-12A WAS HUMPING CARS INTO TRACK 2036 AND FAILED TO FOLLOW ARGENTINE INSTRUCTIONS REGARDING","THE LOAD LAW. THE CREW HUMPED OVER 10 LOADS INTO TRACK 2036 WHICH RESULTED IN THE CUT OF CARS ROLLI","NG OUT INTO THE Y-KCK3072-12A WHICH WAS STANDING ON THE LEAD.","","","","","","","","","","","","","3","39.082195","-94.677634","2","5","K","","","EMPORIA",
"19","01","BNSF","KS0119106","","","","","19","01","BNSF","KS0119106","","","19","01","20","2","20","AM","09","107","0","0","0","","WICHITA","209.4","20","13","4","1","037","R","URLA","3","5250","1","Y","MAIN 1 TRACK","4","23.41","1","BNSF","007151","001","","","","000","","2","0","0","0","1","0","0","0","0","0","2","0","107","0","0","0","0","0","0","0","350","15000","M402","","0","0","0","0","M402","1","4","037","15350","","20C173","0","000000","0","1","0","2","0","04","15","04","15","1","6","","1","","","","187","","2019","0","0","0","0","0","0","SEDGWICK","173","","","","N","CWR","000-000-000","U-RLATND0-03 STRUCK AND UNOCCUPIED VEHICLE THAT WAS IN THE FOUL OF THE TRACK WHILE TRAVERSING MAIN 1","TRACK RESULTING IN LOCOMOTIVE AND SIGNAL DAMAGE. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","37.727144","-97.335682","1","1","Q","","","ARKANSAS CITY",
"19","05","BNSF","KS0519103","","","","","19","05","BNSF","KS0519103","","","19","05","07","5","40","PM","01","4","3","0","0","","ROCK","203.2","20","57","3","3","000","R","ZALT","3","4593","1","Y","SINGLE MAIN TRACK","4","34.53","1","TTAX","553590","030","Y","","","000","","3","0","0","0","0","0","0","0","0","0","33","0","0","0","0","8","0","0","0","0","491187","0","M105","","0","0","0","0","M105","1","4","000","491187","","20C035","0","000000","0","1","0","1","0","05","10","05","10","1","6","","1","","","","174","","2019","0","0","0","0","0","0","COWLEY","035","","","","N","CWR","000-000-000","Z-ALTWSP8-07 DERAILED 8 RAILCARS WHILE STOPPED AND STANDING ON SINGLE MAIN TRACK DUE TO EXTREME ENVI","RONMENTAL CONDITIONS, WIND VELOCITY. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","37.430328","-97.010502","1","1","Q","","","DOUGLASS",
"19","06","UP","0619HL011","","","","","19","06","UP","0619HL011","","","19","06","13","12","25","PM","01","0","0","0","0","","SILVER LAKE","78.7","20","71","2","1","000","E","WTPT","4","6180","4","Y","SINGLE MAIN TRACK","4","116.1","1","SPMW","004126","015","Y","","","000","","2","0","0","0","0","0","0","0","0","0","30","0","0","0","0","1","0","0","0","0","12880","33","M201","","0","0","0","0","M201","1","4","000","12913","","20C177","0","000000","0","1","0","0","2","06","25","","","1","6","","1","","","","191","","2019","0","0","0","0","0","0","SHAWNEE","177","","","","N","CWR","000-000-000","THE WTPTPA-13 WHILE STOPPING TO WORK ON THE KANSAS SUB AT MP 78.7 DUMPING ROCK FROM CAR SPMW4126 THE","CAR FELL OFF THE RAIL WHILE UNLOADING.  NO INJURIES INVOLVED OR DAMAGE OTHER THAN THE CAR.","","","","","","","","","","","","","","0","39.1476","-95.832482","1","1","Q","","","KANSAS SUB",
